x,y,des,area,slope,soil,lucl,Pa,Pe,CN
256902.3761,1825103.401,1,371.807312,0.602299988,2,1,5.44299984,333.1968994,73
246442.3761,1813828.401,1,145.4750977,0.484699994,1,3,5.643000126,297.6292114,79.07129669
256432.3761,1818603.401,1,696.6484985,0.761099994,2,3,5.29460001,328.5227051,79
256037.3761,1818363.401,1,138.3701019,0.459699988,2,3,5.329299927,325.1932983,74.3946991
255522.3761,1817498.401,1,65.20690155,0.514699996,2,1,5.374899864,319.6629944,73
252402.3761,1818278.401,1,87.33799744,0.284700006,1,1,5.800000191,295.0907898,73
251847.3761,1817218.401,1,503.8930054,0.341699988,1,1,5.788000107,294.4237061,75.00119781
252502.3761,1816898.401,1,111.4369965,0.707000017,1,1,5.681600094,300.4267883,73
251507.3761,1816843.401,1,3872.071533,0.568099976,1,3,5.80009985,293.2802124,78.11229706
251612.3761,1817013.401,1,429.0667114,0.638499975,1,3,5.788700104,294.0231934,75.74210358
251672.3761,1817003.401,1,1080.171875,0.527100027,1,3,5.78760004,294.1023865,77.07219696
251732.3761,1816923.401,1,323.8035889,0.703100026,1,3,5.761700153,295.4841003,79
251772.3761,1816993.401,1,2088.630859,0.599600017,1,3,5.791900158,293.949707,76.25389862
251717.3761,1817163.401,1,563.883728,0.382099986,1,3,5.795300007,293.8616028,74.02839661
251682.3761,1817173.401,1,281.5465088,0.524200022,1,3,5.796700001,293.7674866,76.54669952
251857.3761,1817113.401,1,376.4740906,0.610700011,1,3,5.774600029,295.1007996,78.40509796
251887.3761,1817053.401,1,881.5881958,0.537899971,1,3,5.773300171,295.1765137,77.62129974
252002.3761,1817108.401,1,10131.48242,0.578800023,1,3,5.767300129,295.9075928,74.10269928
251927.3761,1817083.401,1,617.3280029,0.521300018,1,3,5.767499924,295.5411072,74.74980164
252337.3761,1816913.401,1,238.3414001,0.699999988,1,3,5.700300217,299.3475952,77.17939758
252447.3761,1817108.401,1,1852.407227,0.642799973,1,3,5.717599869,298.5469055,76.0428009
253167.3761,1819023.401,1,361.7752991,0.668099999,1,3,5.741000175,301.5891113,77.08350372
252347.3761,1817273.401,1,5764.989746,0.524900019,1,1,5.751999855,296.9367065,73
252532.3761,1817523.401,1,326.3913879,0.547399998,1,3,5.735499859,298.2025146,74.33789825
252807.3761,1817928.401,1,70.19979858,0.699400008,1,3,5.723400116,299.5969849,77.22740173
251087.3761,1819273.401,1,64.92610168,0.587899983,1,3,6.059500217,278.3315125,79
252962.3761,1817738.401,1,2022.064331,0.56400001,1,3,5.700600147,300.9632874,78.78440094
253082.3761,1817993.401,1,547.2553711,0.613499999,1,3,5.69960022,301.2867126,77.38739777
252957.3761,1817953.401,1,189.5933075,0.54369998,1,3,5.707900047,300.6625977,77.87349701
253257.3761,1818993.401,1,352.4776917,0.734899998,1,3,5.729300022,302.3753052,78.58239746
249832.3761,1814353.401,1,152.7221069,0.602500021,1,3,5.638199806,295.7919922,79.47229767
249717.3761,1814218.401,1,296.0639038,0.494599998,1,3,5.626900196,295.9318848,87.07550049
249842.3761,1814358.401,1,175.1851044,0.641300023,1,3,5.638700008,295.7875061,79.34230042
249832.3761,1814378.401,1,264.7644043,0.503700018,1,3,5.638199806,295.7817078,79.91570282
249907.3761,1814438.401,1,221.440094,0.538900018,1,3,5.64470005,295.7047119,79.11070251
249422.3761,1814538.401,1,1062.338745,0.65079999,1,3,5.661900043,295.1730042,79
251117.3761,1819333.401,1,25,0.290499985,1,3,6.058499813,278.4386902,79
249602.3761,1814388.401,1,638.2365723,0.593400002,1,6,5.645199776,295.5578003,94.89649963
249297.3761,1814593.401,1,190.8462067,0.521600008,1,1,5.672500134,294.9298096,74.79689789
249342.3761,1814673.401,1,518.3203125,0.640900016,1,1,5.676799774,294.8330994,73.34369659
249507.3761,1814648.401,1,453.6054077,0.695900023,1,3,5.675899982,294.881012,78.6529007
250192.3761,1813913.401,1,257.566803,0.637700021,1,3,5.545100212,296.0864868,79.08809662
247702.3761,1812448.401,1,168.1616058,0.568199992,1,3,5.512499809,296.5534973,77.54260254
250192.3761,1813913.401,1,257.566803,0.637700021,1,3,5.545100212,296.0864868,79.08809662
250172.3761,1813878.401,1,407.3729858,0.635200024,1,3,5.546500206,296.1029053,79.43180084
250302.3761,1814013.401,1,212.225296,0.336199999,1,3,5.551199913,296.0810852,79
250202.3761,1814063.401,1,350.5368042,0.634299994,1,4,5.561600208,295.9884033,78.04699707
250092.3761,1813878.401,1,407.1625977,0.584200025,1,3,5.556200027,296.1484985,80.62560272
247587.3761,1812423.401,1,88.64459991,0.323599994,1,1,5.512700081,296.6146851,73
247782.3761,1812298.401,1,219.5695953,0.5097,1,3,5.500199795,296.3869934,78.97769928
247627.3761,1812328.401,1,302.1818848,0.444200009,1,3,5.508399963,296.5638123,77.68969727
247532.3761,1812373.401,1,317.1624146,0.314799994,1,3,5.511499882,296.6513977,78.55780029
247717.3761,1812458.401,1,121.7095032,0.561399996,1,3,5.51240015,296.5415039,78.22119904
247552.3761,1812248.401,1,193.7281036,0.409000009,1,3,5.50330019,296.5372009,78.98329926
249042.3761,1812753.401,1,111.4914017,0.579400003,1,3,5.512000084,296.3149109,79
249012.3761,1812903.401,1,304.3435974,0.484899998,1,3,5.522900105,296.3682861,79
248192.3761,1819393.401,1,172.3912964,0.606899977,1,3,6.196499825,268.7502136,79
248232.3761,1819383.401,1,329.7883911,0.569700003,1,3,6.197599888,268.6506042,79
248302.3761,1819393.401,1,238.5391998,0.458700001,1,3,6.202199936,268.234314,79
248297.3761,1819308.401,1,85.26599884,0.360199988,1,3,6.197599888,268.6072998,79
248177.3761,1819503.401,1,223.8233948,0.581499994,1,3,6.199800014,268.4952087,79
247972.3761,1819123.401,1,232.401001,0.613099992,1,3,6.16629982,271.2402039,79
248057.3761,1818848.401,1,527.6115723,0.576499999,1,3,6.150499821,272.3980103,79.00039673
248187.3761,1818848.401,1,287.7135925,0.702300012,1,3,6.159200191,271.6482849,79
248317.3761,1818918.401,1,411.5231018,0.550000012,1,3,6.171899796,270.6174011,79
249557.3761,1819753.401,1,208.5449066,0.647599995,1,3,6.231699944,265.6669922,78.07730103
248042.3761,1818723.401,1,225.2711029,0.638000011,1,3,6.138999939,273.2260132,79
248347.3761,1819343.401,1,250.2823944,0.68870002,1,3,6.201099873,268.3157959,79
247897.3761,1818633.401,1,125.4424973,0.5801,1,3,6.124800205,274.3965149,84.53450012
247937.3761,1818768.401,1,277.4529114,0.575600028,1,3,6.138100147,273.3995056,79.07489777
247807.3761,1818473.401,1,498.0286865,0.586000025,1,6,6.101900101,276.1799927,96
248377.3761,1818623.401,1,456.8790894,0.365200013,1,3,6.144199848,272.6719971,79
248392.3761,1818623.401,1,273.985199,0.358599991,1,3,6.144999981,272.6095886,79
248427.3761,1818623.401,1,155.6468964,0.504999995,1,3,6.147799969,272.3706055,79
249547.3761,1819593.401,1,297.0119934,0.673799992,1,1,6.221199989,266.475708,73
248347.3761,1818608.401,1,305.3595886,0.46509999,1,3,6.141699791,272.8825989,79
248257.3761,1818058.401,1,345.8577881,0.538500011,1,3,6.080999851,277.2254028,79
248657.3761,1819738.401,1,104.517601,0.641600013,1,3,6.233399868,265.6202087,79
249532.3761,1819678.401,1,872.2695923,0.431400001,1,3,6.231999874,265.6431885,78.14710236
248892.3761,1819733.401,1,25,0.095299996,1,1,6.237800121,265.1953125,73
248897.3761,1819698.401,1,65.92559814,0.251399994,1,1,6.236199856,265.3226929,73
248947.3761,1819648.401,1,352.368103,0.485900015,1,1,6.233200073,265.5595093,73
249187.3761,1819648.401,1,316.732605,0.653500021,1,1,6.23360014,265.5191956,73
249562.3761,1819773.401,1,168.7846069,0.627600014,1,3,6.231800079,265.6610107,78.14289856
249617.3761,1819778.401,1,221.9022064,0.644699991,1,3,6.230000019,265.802002,78.67320251
249402.3761,1819758.401,1,182.114502,0.46360001,1,1,6.235799789,265.3427124,73
249402.3761,1819638.401,1,691.1596069,0.592100024,1,3,6.231599808,265.6724854,78.40799713
250352.3761,1817893.401,1,105.1443024,0.747799993,1,3,6.001900196,281.4064026,79
248737.3761,1819498.401,1,284.7463989,0.4023,1,1,6.22329998,266.4328003,73
248697.3761,1818403.401,1,210.3101044,0.404399991,1,3,6.134799957,273.1723938,79
250372.3761,1817908.401,1,76.88700104,0.825699985,1,1,6.002999783,281.3515015,75.7798996
248867.3761,1818048.401,1,129.3029022,0.558099985,1,3,6.093299866,276.0315857,79
248952.3761,1817988.401,1,701.5029907,0.612800002,1,3,6.091899872,276.100708,79
250092.3761,1817833.401,1,70.0082016,0.498100013,1,3,6.02519989,279.7685852,79
250712.3761,1819763.401,1,416.5916138,0.561399996,1,3,6.135799885,272.9978943,77.40019989
250752.3761,1819793.401,1,287.2623901,0.610800028,2,3,6.132100105,273.2986145,77.91369629
250942.3761,1819503.401,1,106.1700974,0.605400026,1,3,6.093200207,276.02771,79
252242.3761,1817903.401,1,214.720993,0.486999989,1,1,5.798600197,294.6628113,73
250837.3761,1819508.401,1,94.64810181,0.617500007,1,3,6.10710001,275.020813,79
249667.3761,1819588.401,1,210.5249939,0.438499987,1,3,6.218800068,266.6669922,75.61930084
249747.3761,1819608.401,1,519.9915161,0.42719999,1,3,6.217599869,266.7608948,77.5345993
249502.3761,1819353.401,1,148.764801,0.675400019,1,3,6.211100101,267.2367859,74.53479767
252202.3761,1817808.401,1,3462.457275,0.549799979,1,1,5.783699989,295.278595,73
249402.3761,1819478.401,1,603.1173706,0.648699999,1,3,6.225200176,266.1737061,78.88469696
249432.3761,1819373.401,1,266.1567078,0.758599997,1,1,6.212800026,267.1097107,73
249112.3761,1819303.401,1,160.7501984,0.496699989,1,1,6.215000153,266.9639893,73.00229645
249117.3761,1818798.401,1,122.7582016,0.396800011,1,3,6.174799919,269.9305115,79
251447.3761,1818673.401,1,78.78170013,0.367500007,1,3,5.965099812,284.4614868,78.57830048
250577.3761,1819568.401,1,140.6289063,0.529500008,1,3,6.142399788,272.4385071,77.60700226
250542.3761,1819483.401,1,325.6162109,0.62379998,1,3,6.143199921,272.3373108,78.9434967
250507.3761,1819558.401,1,99.91480255,0.325599998,1,1,6.149099827,271.9317932,73
250552.3761,1819433.401,1,227.8977966,0.72390002,1,3,6.140399933,272.5346069,78.99060059
256832.3761,1827343.401,1,242.6289978,0.681299984,2,3,5.495699883,337.3613892,78.99939728
250567.3761,1819448.401,1,193.3988037,0.650300026,1,3,6.138199806,272.7002869,78.99539948
250742.3761,1819538.401,1,82.85649872,0.330599993,1,3,6.121399879,273.9831848,78.99749756
250122.3761,1819068.401,1,71.11650085,0.240799993,1,1,6.152900219,271.5046997,73
251357.3761,1819193.401,1,738.8914185,0.4639,1,3,6.029300213,280.4891052,79
250097.3761,1818913.401,1,322.2063904,0.621999979,1,3,6.142000198,272.2561035,73.93710327
250462.3761,1818888.401,1,417.2080994,0.569400012,1,3,6.113399982,274.3023071,78.99839783
250617.3761,1818713.401,1,152.3090057,0.572799981,1,3,6.074100018,276.9773865,79
251412.3761,1819338.401,1,262.6950989,0.709399998,1,3,6.02159977,281.0853882,79
250672.3761,1818683.401,1,255.6112061,0.618600011,1,3,6.068200111,277.3799133,79
250762.3761,1818833.401,1,108.1672974,0.298700005,1,3,6.068099976,277.4601135,79
250622.3761,1818388.401,1,195.3856049,0.569199979,1,1,6.040400028,279.1271973,73.47750092
250827.3761,1818863.401,1,323.2218018,0.676900029,1,3,6.064700127,277.7076111,79
250677.3761,1818723.401,1,229.7736053,0.62349999,1,3,6.069600105,277.2958984,79
250772.3761,1818758.401,1,286.2460938,0.530799985,1,3,6.067599773,277.4675903,79
250767.3761,1818423.401,1,169.9571075,0.738499999,1,1,6.029099941,279.9247131,73.00679779
250857.3761,1818598.401,1,91.74430084,0.644500017,1,3,6.034999847,279.6228027,79
250897.3761,1818588.401,1,108.4343033,0.695800006,1,3,6.030099869,279.9570923,76.26709747
250892.3761,1818618.401,1,112.8834991,0.637499988,1,1,6.032899857,279.7786865,74.93730164
251357.3761,1819368.401,1,74.71289825,0.604099989,1,3,6.027100086,280.70401,79
251382.3761,1819313.401,1,132.3722992,0.58890003,1,3,6.022799969,280.9812927,79
251372.3761,1819303.401,1,153.9436035,0.611500025,1,3,6.024099827,280.8880005,79
251332.3761,1819333.401,1,72.65170288,0.616900027,1,3,6.029399872,280.5256958,79
249082.3761,1818213.401,1,243.0554962,0.567700028,1,3,6.113999844,274.1564026,79
250672.3761,1819253.401,1,377.2842102,0.569000006,1,3,6.117199898,274.157196,78.99990082
251977.3761,1820578.401,1,197.5467987,0.667599976,2,3,5.961400032,287.5679932,79
251437.3761,1818648.401,1,192.322403,0.211500004,1,3,5.961400032,284.667511,75.36869812
251252.3761,1817723.401,1,213.3303986,0.553499997,1,1,5.895699978,288.1304932,73.22360229
251797.3761,1820598.401,1,73.71199799,0.416700006,2,3,5.985799789,285.7272949,79
251457.3761,1818818.401,1,104.8768997,0.490099996,1,3,5.976500034,283.8110046,75.93070221
251472.3761,1818808.401,1,194.1210938,0.624300003,1,3,5.974299908,283.9512024,77.4036026
251452.3761,1818743.401,1,69.41699982,0.384299994,1,3,5.970799923,284.1391907,79
251472.3761,1818758.401,1,121.9524002,0.521600008,1,3,5.970099926,284.1962891,78.79869843
251497.3761,1818743.401,1,193.9458008,0.542200029,1,3,5.967299938,284.381012,78.9957962
251487.3761,1818828.401,1,270.7434082,0.685299993,1,3,5.974999905,283.9204102,77.30319977
251452.3761,1818858.401,1,71.20010376,0.437900007,1,1,5.979700089,283.6247864,73
251507.3761,1818908.401,1,194.1192017,0.610499978,1,1,5.977399826,283.8132935,73
251527.3761,1818938.401,1,223.6016998,0.490500003,1,1,5.977000237,283.8580017,73
251197.3761,1818923.401,1,230.1934052,0.384900004,1,1,6.02339983,280.6448059,74.74120331
251212.3761,1818893.401,1,1172.055664,0.287900001,1,1,6.013700008,281.2135925,75.64009857
251162.3761,1818908.401,1,136.642395,0.578700006,1,1,6.026299953,280.4374084,76.94390106
256867.3761,1827258.401,1,146.4718933,0.596199989,2,3,5.492499828,337.2709961,79
251017.3761,1818723.401,1,29.05240059,0.372700006,1,3,6.026100159,280.3129883,79
251102.3761,1818708.401,1,75.28359985,0.361299992,1,3,6.015200138,281.0585022,79
251157.3761,1818698.401,1,53.29729843,0.46419999,1,3,6.006800175,281.6340942,79
256542.3761,1826608.401,1,152.6564026,0.635699987,2,3,5.499499798,334.5932007,79
251142.3761,1818393.401,1,98.59600067,0.664200008,1,1,5.979800224,283.2269897,73
251157.3761,1818383.401,1,134.7736053,0.772700012,1,1,5.978000164,283.3478088,73
251097.3761,1818358.401,1,31.55690002,0.251300007,1,1,5.981100082,283.1166077,73
251672.3761,1818143.401,1,283.9602966,0.524100006,1,1,5.883200169,289.4130859,73
251312.3761,1818098.401,1,357.2531128,0.630200028,1,1,5.930500031,286.23349,73
251237.3761,1818028.401,1,78.44789886,0.475100011,1,1,5.929800034,286.2323914,73
251412.3761,1818263.401,1,975.0930786,0.434199989,1,1,5.92840004,286.6040955,73
251912.3761,1818388.401,1,315.7886963,0.690500021,1,1,5.876999855,290.0751953,73
251522.3761,1818478.401,1,98.47360229,0.621299982,1,1,5.937600136,286.1412048,73
251577.3761,1818473.401,1,125.132103,0.473100007,1,1,5.931799889,286.5368042,73
251777.3761,1818548.401,1,274.2616882,0.253899992,1,1,5.910299778,288.031311,73
251687.3761,1818608.401,1,168.7680054,0.442900002,1,1,5.929399967,286.8304138,73
251367.3761,1818683.401,1,310.3328857,0.641300023,1,3,5.973999977,283.8760071,78.8167038
256532.3761,1826198.401,1,199.0476074,0.525399983,2,3,5.492199898,333.800293,79
251352.3761,1818953.401,1,205.2548065,0.672399998,1,1,5.995800018,282.5758972,73
251397.3761,1819138.401,1,311.3869019,0.494300008,1,3,6.003900051,282.1401062,74.40010071
251337.3761,1818873.401,1,351.8060913,0.818000019,1,1,5.991000175,282.8523865,73
251347.3761,1818838.401,1,352.6863098,0.853799999,1,1,5.987500191,283.0718994,73
251987.3761,1818243.401,1,151.3997955,0.603799999,1,1,5.854499817,291.4194031,73
251992.3761,1818203.401,1,118.7436981,0.48269999,1,1,5.849899769,291.67099,73
251997.3761,1818173.401,1,138.9040985,0.456800014,1,1,5.845200062,291.939209,73
252022.3761,1818133.401,1,185.9582062,0.500699997,1,1,5.836299896,292.4570007,73
252072.3761,1818073.401,1,241.5337067,0.564800024,1,1,5.823200226,293.2380066,73
252242.3761,1818123.401,1,201.1721039,0.66109997,1,1,5.812099934,294.0444031,73
252302.3761,1818013.401,1,240.9268036,0.4833,1,1,5.797999859,294.822113,73
252287.3761,1817993.401,1,251.6625061,0.515200019,1,1,5.799099922,294.7278137,73
252262.3761,1817953.401,1,822.3848877,0.512000024,1,1,5.802499771,294.4584045,73
252257.3761,1817913.401,1,307.5574036,0.505500019,1,1,5.79820013,294.6948853,73
252252.3761,1817933.401,1,378.8312988,0.491299987,1,1,5.800199986,294.5880127,73
252252.3761,1817898.401,1,228.6652069,0.490200013,1,1,5.797299862,294.7467957,73
252192.3761,1817863.401,1,303.7515869,0.58099997,1,1,5.801599979,294.4158936,73
252157.3761,1817873.401,1,184.9618073,0.61589998,1,1,5.804599762,294.2261963,73
252107.3761,1817868.401,1,66.7220993,0.280200005,1,1,5.807700157,294.0112,73
